subject_ids,file_name,annotation_text,special_ratio,majority_vote
10931820,gri_2003_m_46_b01_f10_051.jpg,"25th November

Dearest Sylvia,

Thank you for your letter and the cuttings. The Van Loo is
very valuable because he has connections with Hogarth and I had
not seen any of his work before. Thank you so very much.
Michael's puff is nice - please thank him for his courteous and
appreciative report. As to the short story: Ghosts Get Results is almost all I have done in that style. I have some ideas
but no time to perfect them for I am not experienced in fiction. 
I do want to try for the Greenwood prize though.

Darling I think it would be splendid to be at Pett with you.
I should prefer that to staying in London naturally so please
try to attain this for I know you would prefer it. I have not
obtained yet any lectures, beyond three at the N.G. to schools,
the first of which was yesterday. The LCC have sent me formal
application forms and so have the WEA: I shall send them back
with all information. Tomorrow morning I have an appointment
with the Educational Centres Assoc. London University have
nothing until September... I wrote to Sir H H and he replied
today asking for my full qualifications - to see if I am worth 
assisting. That is the position at the moment. I should have
more news shortly you see.

The school children were very pleasant. I told them tales
of St Jerome's lion and though of Dandylion all the time.

I hope you enjoy your party on Saturday: I am sure you will 
once you get there. That is a conventional reflection, but
still, I mean it. I shall think of you and how charming and
beautiful you will look.

I long for the blackberry leaves and the chrysanthemums.
I anticipate them with great pleasure and excitement.

The Owls enjoyed their week-end at Bath very much. Dandylion
met them at the Coach Station and carried their bags. They said
they would write to you but I see they are such bad correspondents. 
The White One I am sorry to say scratched his name on the Palladian Bridge in Prior Park. They are both well.

Charles sounds more odious than ever. I saw his scratchy
constipated drawing of Pett and said that i did not find the 'freedom'
and 'feeling' of some other pieces by him. I felt like Eric New-
ton but, after all, lectures. £1 each time. I appreciate your
outburst against Anderson and Gilbert, which is very comic and
apt.

If I came to Pett and Michael goes back to Lefevre I could keep
my room in town perfectly well. It will not I know of course be 
easy to talk to Michael about it. Be brave, my dearest. I love",1,FALSE
10931832,gri_2003_m_46_b01_f11_013.jpg,"6th December 1248   Wimbledon.

Dearest Sylvia,
I have been asking about rooms and have heard of double-rooms at about £2. 10s. One of them sounds nice but it is a basement room so I did not follow it up as we must have plenty of daylight. I am meeting somebody on Wednesday who may be able to advise me. As you wanted I am not looking Hampstead way.

If the postman does not bring me more letters from you I do not think I shall give him a Christmas box.

Did you read that curious and funny article about Mr Wildman in the Bumper Christmas Number of the Statesman? Your Mrs Beeton book sounds very amusing though I doubt if it will be very practical for us to use her recipes at first.

I hope you are keeping well. I am sad missing you but happy to think of your love.

I love you, dearest,

Lawrence",1,FALSE
10931865,gri_2003_m_46_b01_f11_066.jpg,"30th December 1948 - Wimbledon

Dearest Sylvia,
About Blackheath: the man, who is in the Army, is being posted and his wife has not yet decided whether to stay at Blackheath until March or to go to her people when her husband leaves on the 19th of this month.  I am going there on Monday so I shall have some news then.  We are al-
right for the flat provided only it is given up in time.  If it should not be - shall I take somewhere before we go away or when we come back?  If we take the latter course we could take an hôtel for a night and certainly find a temporary place and, also, save a few pounds.  Do not worry, dearest, for it is likely that we will be able to move in to Blackheath on our return from Stafford.",1,FALSE
11284696,gri_2003_m_46_b02_f02_037.jpg,"round object in the centre-- in the one case a globe and its reflections, in the other flowers; and finally, the bent arms of the young feminine listener at the concert placed in the centre of the picture after the fashion of the area of Alphonese d'Avalos, But apart from these details, disconnecting though they are-- what is remarkable is the same seller, the same need to fill the canvas and stifle the figure with its restricted limits. Renoir often returned to such a presentation, as ""la conversation L'Atelier"", ""La fin du Déjeuner"", ""Au café"", ""La Première Sortie""",1,FALSE
11284713,gri_2003_m_46_b02_f03_017.jpg,"                                              3

quite tiny ones' and the other too if you think
it a good idea.  I think, also, it would
be a good plan to get the table.  After 
all, getting it to London would only make
the whole price £8.  If you are doubtful
about the piece itself do not, of course, 
but if you are satisfied it would fit 
Aberdeen House and is a fair price, do 
buy it.  You pay - and I will pay you.
I have got a brand new cheque-book this
morning so feel quite rich.

   The table looks charming from your drawing.

   Thank Tiny very much for allowing me 
to keep the magazine.  I'll take out a sub-
scription when I am at Blackheath again.

   I have to go into Harpenden early
this morning - as it is Saturday - so I can-
not write very much longer.

   I hope things are not too tense and un-
bearable for you.  Let me know how you",1,FALSE
11284721,gri_2003_m_46_b02_f03_029.jpg,"About Harpenden I
The visitors have not even reached the romantic-stories-
about-the-artists stage. There is at best only a [unclear]diminutive[/unclear] imagination to work on. Most of them come here, blank & sadistic,
to condemn all the pictures which have rebelled against Nature -
the reliable, the familiar mother. When an artist is convicted
of Oedipean sins against her, on go the black spectacles: all the
tears of the artist's colour, all the legal claims of line, avail
nothing.
There are 25 pictures, 14 charts containing 44 illustrations, and text. The average time going round is 15-20 mins.
No wonder that the favourite pictures are the Hay Wain and the
Vlaminck; there is no time for anything that is not a cliché (familiar from calendars & c.) nor vulgar [unclear]to[/unclear] register.
'Are these prints... or the originals', I was asked.
When told all were reproductions: 'they're very nice though,
very cleverly done.'
'I often drop in the National for a look at my
pets.'
2 rich women, basely common, came in. Stiff with
corsets, jewels, and iron-hard perms. I asked their opinion ",1,FALSE
11284782,gri_2003_m_46_b02_f05_029.jpg,"(16 - 5 - 49)
Blackheath Monday Dearest Sylvia I shall not know about the tickets until Thursday. I have asked for tickets for 25th or as quickly after that date as possible.

I am having my traveller's cheques made out for France and Italy - so we will be alright at Colmar. I suggest that you try and get some liera from your bank: the American Express where I am dealing say they have none.

I enclose a form which you should fill in and send to your bank immediately. I have made a start on it. Send your bank your passport number and say you authorize them to get travellers cheques and currency in your name. Tell them, too, that you will bring in person your passport and sign the travellers cheques on or about May 25th.

I enclose a cheque for £ 50 which you can pay into your bank at the same time. Do not delay for time is precious now that we have heard, at least, from Hodders.",1,FALSE
11284831,gri_2003_m_46_b02_f08_008.jpg,"(1) 'Le jour dans mes pensers, dans mes rêves la nuit, 
Et la nuit et le jour, adorable Madame'.

Verlaine: Lettre.

Incontinent desire suffice
To change the pergola of day
Into your mirror, Sylvia,
Reflecting brilliant news of light
With subtle and with head-line grace.

Extravagant proposals turn
The pit of sleep into an orator
Who lists your beauties like a world,
Precise and lyrical his style
In the amatory dream.

The flowers upon the window-ledge of day,
The flowers upon the bank of night's lake.
Take light and water from the time,
Like pen and paper from a turning Muse.

(2) TRIBUTE

I rhyme my mistress with a jewel
And risk myself a geologic fool:
But Cupid to geologists is cool.

Rubies reflect my mistress' blood.
Like-giving circuit, restless flood - 
And bleed to be so far excelled.

The highlights of the diamond are
The competition of its tears
Finding itself second to your star.

The emerald is green and jealous
To find itself regarded less
Next the body of my mistress

Who routes all flat-cut stones by day
And nights defeats the complex facets' play.


",1,FALSE
11284842,gri_2003_m_46_b02_f08_022.jpg,"Blackheath
12 ix 1949
Dearest Sylvia,
I have just heard from Miss Chick that John has me down for St Albans despite the fact that I asked for Hammersmith; also that Hammersmith has been taken, now by somebody else. I am rather angry but, obviously, can only register the palest pro-test: John is still on holiday. Had he been there this might not have happened.
I have two Friday lectures in November, now. I have to talk about 'David and Neo-classicism' and 'Ingres' at Birmingham University. I get £5 plus expenses. Charles Charles gave them my name. (11th and 18th are the dates.)
Oh, yes, you asked about Banstead: that course begins on Wednesday 21st, in nine days time.
I am surprised that your reaction to The Third Man was so mild, I enjoyed it enormously. No, more, I was ravished by it. In imagination so superior to Carol Reed's Fallen Idol in which there was a minimum-technique, I thought. The irony with which the central character is handled seemed to me admirable. I want to see it again very much. I think Michael might have mentioned Fritz Lang as an influence as much as Orson Welles.
The British Council exhibition had 4 Hogarths I had not seen before and The March to Finchly was on the floor and without glass so marvellously visible as never before. Gainsborough's Mr and Mrs Andrews was there which I had never seen before. And a marvellous Wilson of Tivoli, which included the temple you painted on the left, the coastal plain being seen beyond that. The right foreground was just before the main falls which were not running the day we were there.",1,FALSE
11284865,gri_2003_m_46_b02_f10_015.jpg,"At the National Gallery Friday [25-11-49]

Dearest Sylvia

I wish that this were a longer letter but today I am so busy. This morning I arranged and hung and the Van Gogh-reproductions exhibition at Hammersmith (including the screens) in four hours. Then at two I had a school lecture at the N.G. This has just finished and I have just been able to eat something at last since breakfast. That means I have earned over £3 today which is a good thing though I am rather tired. Paul is taking me out this evening - I think to see Les Amants de Verons.

I am going to give my last lecture to the Banstead people this Saturday (tomorrow) at the N.G. (The cleaned Aristo is on view at last.) I hope your lecture to-night goes very well, sweet Minerva, eloquent representative of the arts! I imagine that your owls are busy on research for you. By the way I hope to get onto the central committee of the A.I.A. at a meeting tomorrow afternoon. I will let you know if I do.

Albert enquired after you - you may be pleased to hear, or you may not - however, he did.

I shall write you a vast letter on Sunday.

I love you

Lawrence",1,FALSE
11284898,gri_2003_m_46_b02_f11_037.jpg,"Blackheath 22 XII 1949

Dearest love -

I imagine the country must be very pleasant at this time if the weather here is any guide:  Phaebus seems to be giving us all Christmans presents this year.

My only news is about the A.I.A.  We are planning next year's exhibitions and there will be several mixed shows that might be suitable for you to send in for.  There is [unclear]avails[/unclear] meeting on the Friday before the Saturday on which I hope to see you - so more news then.  I am having tea with Gerald Marks today, who is an important member of it.

Oh yes - I have had another cheque from Birmingham I'm glad to say - for £3..5s.

This morning Tawalla, Lionel,",1,FALSE
11284906,gri_2003_m_46_b02_f11_047.jpg,"-ii-
attractive, though I am very concerned about your health, for swollen glands are a great nuisance unless you are able to relax thoroughly.

Molly's party was pleasant and included a long talk about The Third Man.  Iris and André were there and there was plenty of pleasant drinks.  Eric and Molly have given me this notepaper for X'mas and Michael Rivett has given me a pair of --- yellow socks. 

 I am writing this letter in a room in which the Lyttles are talking with a visiting relative whom they have not seen for years and the pattern of suburban malice and complacent judgement is shocking.  I am more convinced than ever that I must try and write a savage satirical novel - which will include a sustained, fantastic and macabre Party.  I was reminded of Mrs Goodman - like",1,FALSE
11344869,gri_2003_m_46_b03_f01_009.jpg,"LATER
I have been in town some little time now - it is afternoon, almost tea-time. I have been again to Burlington House and made some notes on the Barbizon school; today I am a patient, conscientious lion, not, as so often at galleries, and hedonist. Needless to say I thought of our visit strongly and though today it was calm, nobody attacked me, I regretted passionately you were not with me.
I hope that you are able to buy the cups today - we do need them. To answer several points in your letter: of course I will try for your button - be sure to send me ex-act size, substance, &c. I have not bought but will buy the sugar.
My wisdom tooth is not comfortable and, at present, I very much doubt the wisdom of having them at my advanced age
I had lunch with Charles and we are going to dine at Vincent House next Tuesday, after a Courtauld lecture on Watteau's Cythère. In an hour I am going to Carsons - so I shall be smart for meeting Paul who has a new pair of suede boots (Jackie took him shopping) and I expect he will have some news about the revue. I will certainly let you know what has happened.
              I adore you
                         Lawrence",1,FALSE
11344992,gri_2003_m_46_b03_f06_005.jpg,"BERTHE MORISOT AS A SYMBOLIST
The exhibition of Berthe Morisot's work organised by the Arts
Council prompted, of course, the usual observations on art and
femininity.  Eric Newton, speaking for many as usual, wrote in
'The Listener': 'though one could easily deduce her sex without
looking at the signature on her pictures, that does not make her
a less competent painter though it does make her a
less whole-hearted impressionist'.  In fact, the non-impressionist
undercurrent derives, not from her sex but from her relationship
with the contemporary Symbolist movement.  She was influenced by
the symbolist Gauguin in the early 1890s ('Peasant Girl Lying Down',
for example) but a more intimate link is with Mallarmé who christened one of Berthe Morisot's garden conversations 'Le Fable', a title which accents the allusive quality of her art.
'Boats Under Construction' (exhibited at the second Impressionist exhibition) is a painterly notation of things seen.  The portrait of her husband 'Eugene Manet Looking out at the Sea from a
Window, Isle of Wight' (1875) is also a pure impressionist work.
If we compare the tender but sculpturesque 'Young Woman in a Ball 
Dress' (1979-80) with 'Young Woman on a Sofa' (1879) symbolist characteristics in the latter become clear: the empty
spaces round the single figure are curiously evocative and the flowers and fan size are favorite
images of Mallarme.  The superb 'Child with her Doll' (1884) reveals
strong symbolist attachments with its floating forms disintegrating
in a tangible avalanche of light.  Colour and light are freed from
objective functions in Berthe Morisot's work of 1881-84. This trans-",1,FALSE
11345016,gri_2003_m_46_b03_f06_026.jpg,"10 VII 1950 4 rue de Navarre Paris V
Dearest Sylvia,
Yesterday I went, as I told you in my previous letter, to 
the Albertian drawings, which turned out to be more comprehensive 
than the English versions.  Also I visited an exhibition of the 
treasures of Italian libraries ill. mss. & drawings & tapestries 
from the 14th C to 16th C.  This I must see again because it contains much 
that is new to me.
This morning I have been at the Louvre, accompanied there as 
everywhere by intense memories of you: All the big Davids are 
there now and I certainly agree with you about the Sacré; it is marvel-
ous.  This afternoon I shall see the exhibition at the Petit Palais 
of the virgin in French art--an unpleasant theme but one which is 
sure to comprise many fine works.  You will see I am taking my 
time quite seriously.
I am writing this at a café near the Louvre, facing the Seine.   I 
have just had a steak.  (I ate last night by the way in James Joyce's 
restaurant, the Polydor.)  Cars dash by and I fear for my demi-carafe of 
wine, as I am at an outside table.",1,TRUE
11345019,gri_2003_m_46_b03_f06_027.jpg,"-2-
The American girl I mentioned earlier, Jeanne Koepfer, said that what interested her in Paris was what you could find in any city and her drawings, in keeping with this, are very generalised &, occasionally, subtle. I must, however, disagree, I am aware all the time of differences between Paris &, for example, London. Not simply in terms of town planning but in attitude in the people. Possibly I've been fortunate but French, good-nature in small dark encounters has been evident &, the other night, in La Verte Galante, that small park on the tip of the Isle de la Cité, I detected, or fancied I did, much more pleasant relations between the various generations of the family units than in England or, Jeanne Koepfer had to admit, America. Maybe this is just a feature of the tyranny of church & mother but it has an attractive external calm, a contentment. In the Champs Élysées you may be fined for driving a car at LESS than 30 mph. That is unlike London! Parisian motorists are representatives of the father that castrates, as in Rome. Gruyère cheese has just come, it's great holes scooped out by the fitful light of this fine but not as consistently sunny day. I love you so much & wish, oh so strongly, you were here to share Paris with me. It is a marvellous city, a stimulating & suitable setting for your beauty & intelligence. I wish you were here. I love you Lawrence  Dandy in the grand gallerie  Dandy, watching a thunderstorm last night: at Les Halles:",1,TRUE
11345020,gri_2003_m_46_b03_f06_029.jpg,"Paris    12 July 195
Dearest Sylvia 
Many thanks for your long and interesting letter - of exactly the kind a lion likes. Your pageant sounds as if it must have been admirable, judging from your vivid description.  I am glad a jack-of-the-Green was found room for. Your letter is not with me at present (I am in a café across the river from the end Pavilion of the Louvre, a sinister yellow drink before me) but your attitude about your paintings is excellent. I hope you will finish some more soon. 
Today I did not wake until very late (11 o'clock) so I only spent the afternoon at a museum. I have just left the Petit Palais where I have paid particular attention to the Gothic sculptures in La Vierge dans L'art francais. I have an illustrated catalogue - as I have of the Louis XV et Rocaille & I will show them to you with rare pleasure on my return. 
This evening I am having dinner with Jeanne Koepfer: she is leaving Paris in a day or so. Peter Simmons of course is jealous of my friendship with her as his American girl is rather elusive.  Yesterday I went to St Chappelle but Tuesday it is fermée. I have, however, been to Notre Dame at last, after years, and admired it very much. I thought of you so hard as I went conscientiously over the church. Apart from that I saw no galleries & finished some poems, copies of which I will include in my next letter. I think of you all the while, wishing so much you were with me. The pond in the Tuileries where we sat the evening before travelling to Italy has become a favorite nostalgic place for your lion. I am slightly depressed, missing you very much, & longing to see you again. 
I have made a sketch of [unclear]A ( [/unclear] 15th fresco of The Flight Into Egypt, at the Petit Palais, which may interest you. It is full of castles, rivers, ships, trees, as, I hope, the sketch shows. I like it very well & drew it for you as there is no photograph of it.  
Dearest Sylvia - I die to see you again
I love you
Lawrence",1,FALSE
11345102,gri_2003_m_46_b03_f08_043.jpg,"Blackheath
16 September
Dearest Sylvia,
I am overflowing with love and fondness for you and must write again.
'Lecture letters' were letters to the various people I am giving Arts Council
Talks to, fixing up details about beds, dinners, lanterns. I have one or
two more to write today.
The cover, as well as the contents, of the Milton book is delightful. The
floral borders are fine and delicate, [unclear]as the[/unclear] central panel of a kind of
wicker work. I am enchanted too at the slightly submarine quality
of the green marbled endpapers and at the frontispiece, which reminds me
of something I Italian but I cannot think what. It is, all in all, a delightful acquisition for my library and Dandy is very proud of it:
(Dandy is trying some contré jour effects)
My father sent a birthday card of a pint horse racing along with a
rose in its mouth - treated as a gay flat pattern. I see it's designed
by Hilary Stebbing. Mother sent an Emett called 'Strolling Players
giving their Public a foretaste of their Performance'. A sign tells us
that they are the ""Apollo Players"".
What a lyrical & rich variant of mythology of flowers[unclear]arts[/unclear] 
& fruit is your 'birthday vignette'?",1,TRUE
